index,elapsed_time,time,temp
640,19265.11,789986.468,23.68
641,19295.2,790016.562,23.63
642,19325.31,790046.671,23.65
643,19355.41,790076.765,23.63
644,19385.52,790106.875,23.64
645,19415.61,790136.968,23.67
646,19445.72,790167.078,23.63
647,19475.81,790197.171,23.62
648,19505.92,790227.281,23.63
649,19536.02,790257.375,23.65
650,19566.12,790287.484,23.63
651,19596.22,790317.578,23.68
652,19626.33,790347.687,23.70
653,19656.42,790377.781,23.67
654,19686.53,790407.89,23.69
655,19716.62,790437.984,23.70
656,19746.73,790468.093,23.71
657,19776.83,790498.187,23.71
658,19806.94,790528.296,23.69
659,19837.03,790558.39,23.65
660,19867.14,790588.5,23.66
661,19897.23,790618.593,23.71
662,19927.34,790648.703,23.71
663,19957.44,790678.796,23.66
664,19987.55,790708.906,23.65
665,20017.64,790739.0,23.66
666,20047.75,790769.109,23.65
667,20077.84,790799.203,23.67
668,20107.95,790829.312,23.68
669,20138.05,790859.406,23.63
670,20168.16,790889.515,23.63
671,20198.25,790919.609,23.68
672,20228.36,790949.718,23.65
673,20258.45,790979.812,23.63
674,20288.56,791009.921,23.66
675,20318.66,791040.015,23.64
676,20348.77,791070.125,23.67
677,20378.88,791100.234,23.68
678,20408.97,791130.328,23.64
679,20439.08,791160.437,23.63
680,20469.17,791190.531,23.71
681,20499.28,791220.64,23.67
682,20529.38,791250.734,23.65
683,20559.48,791280.843,23.64
684,20589.58,791310.937,23.68
685,20619.67,791341.031,23.60
686,20649.78,791371.14,23.65
687,20679.88,791401.234,23.63
688,20709.98,791431.343,23.65
689,20740.08,791461.437,23.62
690,20770.19,791491.546,23.62
691,20800.28,791521.64,23.62
692,20830.39,791551.75,23.66
693,20860.48,791581.843,23.62
694,20890.59,791611.953,23.64
695,20920.69,791642.046,23.64
696,20950.8,791672.156,23.63
697,20980.89,791702.25,23.65
698,21011.0,791732.359,23.63
699,21041.11,791762.468,23.66
700,21071.2,791792.562,23.68
701,21101.31,791822.671,23.67
702,21131.41,791852.765,23.63
703,21161.52,791882.875,23.66
704,21191.61,791912.968,23.72
705,21221.72,791943.078,23.66
706,21251.81,791973.171,23.66
707,21281.92,792003.281,23.69
708,21312.02,792033.375,23.64
709,21342.12,792063.484,23.63
710,21372.22,792093.578,23.65
711,21402.33,792123.687,23.66
712,21432.42,792153.781,23.71
713,21462.53,792183.89,23.61
714,21492.62,792213.984,23.61
715,21522.73,792244.093,23.61
716,21552.83,792274.187,23.61
717,21582.94,792304.296,23.66
718,21613.03,792334.39,23.65
719,21643.14,792364.5,23.63
720,21673.23,792394.593,23.64
721,21703.34,792424.703,23.65
722,21733.44,792454.796,23.65
723,21763.55,792484.906,23.65
724,21793.64,792515.0,23.64
725,21823.75,792545.109,23.70
726,21853.84,792575.203,23.68
727,21883.95,792605.312,23.67
728,21914.05,792635.406,23.66
729,21944.16,792665.515,23.72
730,21974.25,792695.609,23.67
731,22004.36,792725.718,23.69
732,22034.47,792755.828,23.65
733,22064.56,792785.921,23.64
734,22094.67,792816.031,23.63
735,22124.77,792846.125,23.70
736,22154.88,792876.234,23.64
737,22184.97,792906.328,23.63
738,22215.08,792936.437,23.63
739,22245.17,792966.531,23.66
740,22275.28,792996.64,23.62
741,22305.38,793026.734,23.63
