index,elapsed_time,time,temp
141,4702.12,24009.109,-6.25708272
142,4735.47,24042.453,-6.25989422
143,4768.83,24075.812,-6.26261437
144,4802.17,24109.156,-6.265481970000001
145,4835.52,24142.5,-6.26826202
146,4868.86,24175.843,-6.2708991
147,4902.2,24209.187,-6.27342838
148,4935.56,24242.546,-6.27591552
149,4968.91,24275.89,-6.27852169
150,5002.25,24309.234,-6.28085962
151,5035.59,24342.578,-6.283174740000001
152,5068.95,24375.937,-6.28538287
153,5102.3,24409.281,-6.287609890000001
154,5135.64,24442.625,-6.289718799999999
155,5168.98,24475.968,-6.29177853
156,5202.33,24509.312,-6.29374307
157,5235.69,24542.671,-6.29572779
158,5269.03,24576.015,-6.29776217
159,5302.38,24609.359,-6.29968746
160,5335.72,24642.703,-6.3015107100000005
161,5369.06,24676.046,-6.303198050000001
162,5402.42,24709.406,-6.304995150000002
163,5435.77,24742.75,-6.306782440000001
164,5469.11,24776.093,-6.30838988
165,5502.45,24809.437,-6.30987761
166,5535.81,24842.796,-6.311191969999999
167,5569.16,24876.14,-6.31250838
168,5602.5,24909.484,-6.3138631499999995
169,5635.84,24942.828,-6.31522614
170,5669.19,24976.171,-6.3165637
171,5702.55,25009.531,-6.31799167
172,5735.89,25042.875,-6.31935225
173,5769.23,25076.218,-6.320553640000001
174,5802.58,25109.562,-6.321790139999999
175,5835.94,25142.921,-6.323091310000001
176,5869.28,25176.265,-6.32440228
177,5902.62,25209.609,-6.32580314
178,5935.97,25242.953,-6.32707535
179,5969.31,25276.296,-6.328410750000001
180,6002.67,25309.656,-6.32956097
181,6036.02,25343.0,-6.33062344
182,6069.36,25376.343,-6.331547609999999
183,6102.7,25409.687,-6.33260132
184,6136.05,25443.031,-6.3334657
185,6169.41,25476.39,-6.3343571899999995
186,6202.75,25509.734,-6.33536178
187,6236.09,25543.078,-6.3361528300000005
188,6269.44,25576.421,-6.336955290000001
189,6302.8,25609.781,-6.33787007
190,6336.14,25643.125,-6.3388086800000005
191,6369.48,25676.468,-6.33988672
192,6402.83,25709.812,-6.3405947099999995
193,6436.19,25743.171,-6.34126125
194,6469.53,25776.515,-6.3418982900000005
195,6502.88,25809.859,-6.342703520000001
196,6536.22,25843.203,-6.343538520000001
197,6569.56,25876.546,-6.344362380000001
198,6602.92,25909.906,-6.344979169999999
199,6636.27,25943.25,-6.345395600000001
200,6669.61,25976.593,-6.345781130000001
201,6702.95,26009.937,-6.34630632
202,6736.3,26043.281,-6.34675174
203,6769.66,26076.64,-6.34706231
204,6803.0,26109.984,-6.347571299999999
205,6836.34,26143.328,-6.3480272499999995
206,6869.69,26176.671,-6.348483570000001
207,6903.05,26210.031,-6.348950530000001
208,6936.39,26243.375,-6.3493054
209,6969.73,26276.718,-6.3496024
210,7003.08,26310.062,-6.3498852
211,7036.42,26343.406,-6.35016243
212,7069.78,26376.765,-6.350715
213,7103.12,26410.109,-6.35110267
214,7136.47,26443.453,-6.35173694
215,7169.81,26476.796,-6.352192110000001
216,7203.17,26510.156,-6.352651870000001
217,7236.52,26543.5,-6.352982299999999
218,7269.86,26576.843,-6.35346635
219,7303.2,26610.187,-6.35386502
220,7336.55,26643.531,-6.354158989999999
221,7369.91,26676.89,-6.35457946
222,7403.25,26710.234,-6.3549299
223,7436.59,26743.578,-6.355260849999999
224,7469.94,26776.921,-6.35561457
225,7503.28,26810.265,-6.35598351
226,7536.64,26843.625,-6.3562823999999996
227,7569.98,26876.968,-6.35659964
228,7603.33,26910.312,-6.35692134
229,7636.67,26943.656,-6.35723847
230,7670.03,26977.015,-6.35759879
231,7703.38,27010.359,-6.357737479999999
232,7736.72,27043.703,-6.357963549999999
233,7770.06,27077.046,-6.35827574
234,7803.41,27110.39,-6.35843608
235,7836.77,27143.75,-6.35863859
236,7870.11,27177.093,-6.35880919
237,7903.45,27210.437,-6.359116930000001
238,7936.8,27243.781,-6.3592448500000005
239,7970.14,27277.125,-6.3595685799999995
240,8003.5,27310.484,-6.35987555
241,8036.84,27343.828,-6.36035519
242,8070.19,27377.171,-6.360696129999999
243,8103.53,27410.515,-6.360990589999999
244,8136.88,27443.859,-6.36136155
245,8170.23,27477.218,-6.3616649899999995
246,8203.58,27510.562,-6.36198226
247,8236.92,27543.906,-6.36233536
248,8270.27,27577.25,-6.3626193099999995
249,8303.62,27610.609,-6.36295151
250,8336.97,27643.953,-6.3631756699999995
251,8370.31,27677.296,-6.363308150000001
252,8403.66,27710.64,-6.3633188
253,8437.0,27743.984,-6.36341846
254,8470.36,27777.343,-6.3637157
255,8503.7,27810.687,-6.363796519999999
256,8537.05,27844.031,-6.3638090599999995
257,8570.39,27877.375,-6.364000549999999
258,8603.73,27910.718,-6.364073750000001
259,8637.09,27944.078,-6.36438251
260,8670.44,27977.421,-6.364614510000001
261,8703.78,28010.765,-6.364782849999999
262,8737.12,28044.109,-6.364882629999999
263,8770.47,28077.453,-6.365039809999999
264,8803.83,28110.812,-6.36521712
265,8837.17,28144.156,-6.3654496400000005
266,8870.52,28177.5,-6.36569015
267,8903.86,28210.843,-6.3658380900000004
268,8937.22,28244.203,-6.3659662500000005
269,8970.56,28277.546,-6.366081370000001
270,9003.91,28310.89,-6.366118490000001
271,9037.25,28344.234,-6.3662388
272,9070.59,28377.578,-6.36655594
273,9103.95,28410.937,-6.36664967
274,9137.3,28444.281,-6.366785930000001
275,9170.64,28477.625,-6.36705139
276,9203.98,28510.968,-6.36723983
277,9237.33,28544.312,-6.36751947
278,9270.69,28577.671,-6.36765677
279,9304.03,28611.015,-6.367725420000001
280,9337.38,28644.359,-6.367848400000001
281,9370.72,28677.703,-6.36787664
282,9404.08,28711.062,-6.36783243
283,9437.42,28744.406,-6.3679173
284,9470.77,28777.75,-6.367976179999999
285,9504.11,28811.093,-6.36817502
286,9537.47,28844.453,-6.368190090000001
287,9570.81,28877.796,-6.368331549999999
288,9604.16,28911.14,-6.3684186899999995
289,9637.5,28944.484,-6.36849253
290,9670.84,28977.828,-6.36867692
291,9704.2,29011.187,-6.36875293
292,9737.55,29044.531,-6.36899544
293,9770.89,29077.875,-6.369144400000001
294,9804.23,29111.218,-6.3692847100000005
295,9837.58,29144.562,-6.3694775
296,9870.94,29177.921,-6.3696530000000005
297,9904.28,29211.265,-6.369762939999999
298,9937.62,29244.609,-6.36980285
299,9970.97,29277.953,-6.369863509999999
300,10004.33,29311.312,-6.3699891399999995
301,10037.67,29344.656,-6.37006059
302,10071.02,29378.0,-6.370171640000001
303,10104.36,29411.343,-6.370432259999999
304,10137.72,29444.703,-6.37062223
305,10171.06,29478.046,-6.37078435
306,10204.41,29511.39,-6.37086161
307,10237.75,29544.734,-6.37095887
308,10271.09,29578.078,-6.3710334600000005
309,10304.45,29611.437,-6.37098535
310,10337.8,29644.781,-6.37081627
311,10371.14,29678.125,-6.37084386
312,10404.48,29711.468,-6.370902630000001
313,10437.83,29744.812,-6.37113668
314,10471.19,29778.171,-6.37141177
315,10504.53,29811.515,-6.371762970000001
316,10537.88,29844.859,-6.371998279999999
317,10571.22,29878.203,-6.372061110000001
318,10604.58,29911.562,-6.372120000000001
319,10637.92,29944.906,-6.37210479
320,10671.27,29978.25,-6.372121519999999
321,10704.61,30011.593,-6.372095809999999
322,10737.97,30044.953,-6.37197333
323,10771.31,30078.296,-6.372110510000001
324,10804.66,30111.64,-6.37223057
325,10838.0,30144.984,-6.3723995
326,10871.34,30178.328,-6.37253718
327,10904.7,30211.687,-6.37262826
328,10938.05,30245.031,-6.37277629
329,10971.39,30278.375,-6.373041370000001
330,11004.73,30311.718,-6.37324604
331,11038.08,30345.062,-6.37344474
332,11071.44,30378.421,-6.373686269999999
333,11104.78,30411.765,-6.3738689100000006
334,11138.12,30445.109,-6.3739732600000005
335,11171.47,30478.453,-6.374087619999999
336,11204.83,30511.812,-6.37419463
337,11238.17,30545.156,-6.37439043
338,11271.52,30578.5,-6.37465046
339,11304.86,30611.843,-6.37489742
340,11338.22,30645.203,-6.37513502
341,11371.56,30678.546,-6.3753516
342,11404.91,30711.89,-6.37562782
343,11438.25,30745.234,-6.37569152
344,11471.59,30778.578,-6.37583169
345,11504.95,30811.937,-6.3760210200000005
346,11538.3,30845.281,-6.37626648
347,11571.64,30878.625,-6.376378440000001
348,11604.98,30911.968,-6.37641921
349,11638.33,30945.312,-6.3765329600000005
350,11671.69,30978.671,-6.37667655
351,11705.03,31012.015,-6.376676569999999
352,11738.38,31045.359,-6.376687070000001
353,11771.72,31078.703,-6.376717350000001
354,11805.08,31112.062,-6.3768405800000005
355,11838.42,31145.406,-6.37677852
356,11871.77,31178.75,-6.37673433
357,11905.11,31212.093,-6.376877800000001
358,11938.47,31245.453,-6.376912250000001
359,11971.81,31278.796,-6.37679994
360,12005.16,31312.14,-6.376680759999999
361,12038.5,31345.484,-6.37660146
362,12071.84,31378.828,-6.37678042
363,12105.2,31412.187,-6.37690061
364,12138.55,31445.531,-6.37710843
365,12171.89,31478.875,-6.377297789999999
366,12205.23,31512.218,-6.37747357
367,12238.59,31545.578,-6.37760036
368,12271.94,31578.921,-6.37769293
369,12305.28,31612.265,-6.377696590000001
370,12338.62,31645.609,-6.3777403
371,12371.98,31678.968,-6.377855930000001
372,12405.33,31712.312,-6.37793178
373,12438.67,31745.656,-6.37795775
374,12472.02,31779.0,-6.3779894100000005
375,12505.36,31812.343,-6.378057060000001
376,12538.72,31845.703,-6.378109480000001
377,12572.06,31879.046,-6.37820687
378,12605.41,31912.39,-6.3784374900000005
379,12638.75,31945.734,-6.378657370000001
380,12672.09,31979.078,-6.37892585
381,12705.45,32012.437,-6.379129
382,12738.8,32045.781,-6.379347359999999
383,12772.14,32079.125,-6.37944868
384,12805.48,32112.468,-6.379562920000001
385,12838.84,32145.828,-6.37967589
386,12872.19,32179.171,-6.37990789
387,12905.53,32212.515,-6.38019349
388,12938.88,32245.859,-6.38042944
389,12972.23,32279.218,-6.380714050000001
390,13005.58,32312.562,-6.38102104
391,13038.92,32345.906,-6.381286490000001
392,13072.27,32379.25,-6.381366290000001
393,13105.61,32412.593,-6.38152597
394,13138.97,32445.953,-6.38168589
395,13172.31,32479.296,-6.3816745
396,13205.66,32512.64,-6.381700100000001
397,13239.0,32545.984,-6.38174138
398,13272.34,32579.328,-6.38196365
399,13305.7,32612.687,-6.38213803
400,13339.05,32646.031,-6.38215843
401,13372.39,32679.375,-6.382106889999999
402,13405.73,32712.718,-6.382123980000001
403,13439.08,32746.062,-6.3821138500000005
404,13472.44,32779.421,-6.38215386
405,13505.78,32812.765,-6.38232524
406,13539.12,32846.109,-6.38231942
407,13572.47,32879.453,-6.3822486
408,13605.81,32912.796,-6.38191046
409,13639.16,32946.14,-6.38174594
410,13672.52,32979.5,-6.3816303
411,13705.86,33012.843,-6.38160029
412,13739.2,33046.187,-6.381538109999999
413,13772.55,33079.531,-6.3813636
414,13805.91,33112.89,-6.381434260000001
415,13839.25,33146.234,-6.3815933199999995
416,13872.59,33179.578,-6.3817148
417,13905.94,33212.921,-6.3818053500000005
418,13939.28,33246.265,-6.38203535
419,13972.64,33279.625,-6.382260260000001
420,14005.98,33312.968,-6.3825734899999995
421,14039.33,33346.312,-6.38278713
422,14072.67,33379.656,-6.38298825
423,14106.03,33413.015,-6.383258769999999
424,14139.37,33446.359,-6.38353424
425,14172.72,33479.703,-6.38369875
426,14206.06,33513.046,-6.38370584
427,14239.41,33546.39,-6.38376815
428,14272.77,33579.75,-6.383652670000001
429,14306.11,33613.093,-6.38362984
430,14339.45,33646.437,-6.38361362
431,14372.8,33679.781,-6.383553990000001
432,14406.14,33713.125,-6.38339567
433,14439.5,33746.484,-6.383390359999999
434,14472.84,33779.828,-6.38332727
435,14506.19,33813.171,-6.38313224
436,14539.53,33846.515,-6.38313857
437,14572.89,33879.875,-6.38318392
438,14606.23,33913.218,-6.383219509999999
439,14639.58,33946.562,-6.38320165
440,14672.92,33979.906,-6.38322748
441,14706.28,34013.265,-6.38331716
442,14739.62,34046.609,-6.383357550000001
443,14772.97,34079.953,-6.383472809999999
444,14806.31,34113.296,-6.383609949999999
445,14839.66,34146.64,-6.38370269
446,14873.02,34180.0,-6.38368369
447,14906.36,34213.343,-6.3835122
448,14939.7,34246.687,-6.3834469799999995
449,14973.05,34280.031,-6.383642009999999
450,15006.39,34313.375,-6.3837849900000005
451,15039.75,34346.734,-6.383854529999999
452,15073.09,34380.078,-6.38394964
453,15106.44,34413.421,-6.38409212
454,15139.78,34446.765,-6.3840366500000005
455,15173.12,34480.109,-6.3840271500000005
456,15206.48,34513.468,-6.3841505100000004
457,15239.83,34546.812,-6.3843153
458,15273.17,34580.156,-6.38451552
459,15306.52,34613.5,-6.38465521
460,15339.87,34646.859,-6.38472194
461,15373.22,34680.203,-6.384837209999999
462,15406.56,34713.546,-6.38495626
463,15439.91,34746.89,-6.38503997
464,15473.25,34780.234,-6.3852216
465,15506.61,34813.593,-6.38542359
466,15539.95,34846.937,-6.38556848
467,15573.3,34880.281,-6.38578455
468,15606.64,34913.625,-6.38589499
469,15639.98,34946.968,-6.38597783
470,15673.34,34980.328,-6.385974630000001
471,15706.69,35013.671,-6.385991000000001
472,15740.03,35047.015,-6.38595096
473,15773.37,35080.359,-6.38596959
474,15806.72,35113.703,-6.386055440000001
475,15840.08,35147.062,-6.38613284
476,15873.42,35180.406,-6.38636486
477,15906.77,35213.75,-6.38649884
478,15940.11,35247.093,-6.38678013
479,15973.47,35280.453,-6.387020250000001
480,16006.81,35313.796,-6.38717424
481,16040.16,35347.14,-6.38747769
482,16073.5,35380.484,-6.3877364299999995
483,16106.84,35413.828,-6.38794465
484,16140.2,35447.187,-6.388217580000001
485,16173.55,35480.531,-6.388569049999999
486,16206.89,35513.875,-6.38881892
487,16240.23,35547.218,-6.38889352
488,16273.59,35580.578,-6.38893138
489,16306.94,35613.921,-6.389169610000001
490,16340.28,35647.265,-6.389463439999999
491,16373.62,35680.609,-6.389814879999999
492,16406.97,35713.953,-6.390259299999999
493,16440.33,35747.312,-6.39057757
494,16473.67,35780.656,-6.39090431
495,16507.02,35814.0,-6.3911994100000005
496,16540.36,35847.343,-6.3914406900000005
497,16573.7,35880.687,-6.39166752
498,16607.06,35914.046,-6.39190028
499,16640.41,35947.39,-6.39214829
500,16673.75,35980.734,-6.3922456599999995
501,16707.09,36014.078,-6.392349910000001
502,16740.45,36047.437,-6.392538350000001
503,16773.8,36080.781,-6.392704790000001
504,16807.14,36114.125,-6.392792010000001
505,16840.48,36147.468,-6.39290752
506,16873.83,36180.812,-6.392984520000001
507,16907.19,36214.171,-6.39308546
508,16940.53,36247.515,-6.39316018
509,16973.87,36280.859,-6.39316107
510,17007.22,36314.203,-6.39337638
511,17040.56,36347.546,-6.39365993
512,17073.92,36380.906,-6.39396098
513,17107.27,36414.25,-6.39427191
514,17140.61,36447.593,-6.39454294
515,17173.95,36480.937,-6.39481117
516,17207.3,36514.281,-6.3950533300000005
517,17240.66,36547.64,-6.39532676
518,17274.0,36580.984,-6.39564581
519,17307.34,36614.328,-6.39591203
520,17340.69,36647.671,-6.39604008
521,17374.05,36681.031,-6.396175449999999
522,17407.39,36714.375,-6.39635884
523,17440.73,36747.718,-6.3965787
524,17474.08,36781.062,-6.396649999999999
525,17507.42,36814.406,-6.39663482
526,17540.78,36847.765,-6.39666038
527,17574.12,36881.109,-6.39662012
528,17607.47,36914.453,-6.39657592
529,17640.81,36947.796,-6.39636998
530,17674.17,36981.156,-6.3965288
531,17707.52,37014.5,-6.39665902
532,17740.86,37047.843,-6.39681085
533,17774.2,37081.187,-6.39674196
534,17807.55,37114.531,-6.39659999
535,17840.91,37147.89,-6.396659
536,17874.25,37181.234,-6.39672194
537,17907.59,37214.578,-6.39684593
538,17940.94,37247.921,-6.39697373
539,17974.28,37281.265,-6.396976899999999
540,18007.64,37314.625,-6.397036429999999
541,18040.98,37347.968,-6.397123040000001
542,18074.33,37381.312,-6.39714053
543,18107.67,37414.656,-6.39716281
544,18141.02,37448.0,-6.39719676
545,18174.37,37481.359,-6.39709303
546,18207.72,37514.703,-6.396950159999999
547,18241.06,37548.046,-6.396576810000001
548,18274.41,37581.39,-6.39634605
549,18307.75,37614.734,-6.3962493
550,18341.11,37648.093,-6.39608995
551,18374.45,37681.437,-6.396028920000001
552,18407.8,37714.781,-6.39590795
553,18441.14,37748.125,-6.395767500000001
554,18474.5,37781.484,-6.39571711
555,18507.84,37814.828,-6.39570863
556,18541.19,37848.171,-6.39582616
557,18574.53,37881.515,-6.3959912899999996
558,18607.89,37914.875,-6.39613353
559,18641.23,37948.218,-6.39610606
560,18674.58,37981.562,-6.3959874899999996
561,18707.92,38014.906,-6.3957642
562,18741.27,38048.25,-6.395639860000001
563,18774.62,38081.609,-6.39551321
564,18807.97,38114.953,-6.39533829
565,18841.31,38148.296,-6.39509338
566,18874.66,38181.64,-6.39487641
567,18908.02,38215.0,-6.3946837599999995
568,18941.36,38248.343,-6.39443263
569,18974.7,38281.687,-6.39420859
570,19008.05,38315.031,-6.393989100000001
571,19041.39,38348.375,-6.39375087
572,19074.75,38381.734,-6.393500970000001
573,19108.09,38415.078,-6.39340916
574,19141.44,38448.421,-6.39329037
575,19174.78,38481.765,-6.393178669999999
